Check failed for (fp80): alpha = -6.28318530717958647703; beta = -1.57079632679489661926; gamma = -0.785398163397448309628; diff = 5.42101086242752217004e-20; -1000/1000
Check failed for (fp80): alpha = 2.43159271387849996657; beta = 0.607898178469624991642; gamma = 0.303949089234812495821; diff = 5.42101086242752217004e-20; 387/1000
Check failed for (fp80): alpha = 2.43787589918567955318; beta = 0.609468974796419888295; gamma = 0.304734487398209944148; diff = 5.42101086242752217004e-20; 388/1000
Check failed for (fp80): alpha = 2.45672545510721831259; beta = 0.614181363776804578147; gamma = 0.307090681888402289074; diff = 5.42101086242752217004e-20; 391/1000
Check failed for (fp80): alpha = 2.46300864041439789899; beta = 0.615752160103599474746; gamma = 0.307876080051799737373; diff = 8.13151629364128325506e-20; 392/1000
Check failed for (fp80): alpha = 2.51955730817901417721; beta = 0.629889327044753544302; gamma = 0.314944663522376772151; diff = 5.42101086242752217004e-20; 401/1000
Check failed for (fp80): alpha = 2.53212367879337335022; beta = 0.633030919698343337554; gamma = 0.316515459849171668777; diff = 1.08420217248550443401e-19; 403/1000
Check failed for (fp80): alpha = 2.56353960532927128264; beta = 0.640884901332317820659; gamma = 0.320442450666158910329; diff = 5.42101086242752217004e-20; 408/1000
Check failed for (fp80): alpha = 2.56982279063645086903; beta = 0.642455697659112717258; gamma = 0.321227848829556358629; diff = 8.13151629364128325506e-20; 409/1000
Check failed for (fp80): alpha = 2.57610597594363045565; beta = 0.644026493985907613911; gamma = 0.322013246992953806956; diff = 5.42101086242752217004e-20; 410/1000
Check failed for (fp80): alpha = 2.61380508778670797446; beta = 0.653451271946676993615; gamma = 0.326725635973338496808; diff = 8.13151629364128325506e-20; 416/1000
Check failed for (fp80): alpha = 2.68920331147286301209; beta = 0.672300827868215753022; gamma = 0.336150413934107876511; diff = 8.13151629364128325506e-20; 428/1000
Check failed for (fp80): alpha = 2.7017696820872221851; beta = 0.675442420521805546275; gamma = 0.337721210260902773137; diff = 8.13151629364128325506e-20; 430/1000
Check failed for (fp80): alpha = 2.75203516454465887692; beta = 0.688008791136164719231; gamma = 0.344004395568082359616; diff = 5.42101086242752217004e-20; 438/1000
Check failed for (fp80): alpha = 2.77088472046619763633; beta = 0.692721180116549409083; gamma = 0.346360590058274704541; diff = 8.13151629364128325506e-20; 441/1000
Check failed for (fp80): alpha = 2.81486701761645474176; beta = 0.70371675440411368544; gamma = 0.35185837720205684272; diff = 6.77626357803440271255e-20; 448/1000
Check failed for (fp80): alpha = 2.85256612945953226057; beta = 0.713141532364883065143; gamma = 0.356570766182441532572; diff = 8.13151629364128325506e-20; 454/1000
Check failed for (fp80): alpha = 2.85884931476671184719; beta = 0.714712328691677961797; gamma = 0.357356164345838980898; diff = 8.13151629364128325506e-20; 455/1000
Check failed for (fp80): alpha = 2.896548426609789366; beta = 0.724137106652447341501; gamma = 0.36206855332622367075; diff = 9.48676900924816379757e-20; 461/1000
Check failed for (fp80): alpha = 3.00964576213902192245; beta = 0.752411440534755480611; gamma = 0.376205720267377740306; diff = 5.42101086242752217004e-20; 479/1000
Check failed for (fp80): alpha = 3.05362805928927902787; beta = 0.763407014822319756968; gamma = 0.381703507411159878484; diff = 6.43745039913268257692e-20; 486/1000
Check failed for (fp80): alpha = 3.13530946828261365212; beta = 0.783827367070653413029; gamma = 0.391913683535326706515; diff = 6.52215369385811261083e-20; 499/1000
Check failed for (fp80): alpha = 3.22327406258312786276; beta = 0.805818515645781965689; gamma = 0.402909257822890982844; diff = 7.4538899358378429838e-20; 513/1000
Check failed for (fp80): alpha = 3.27353954504056455458; beta = 0.818384886260141138645; gamma = 0.409192443130070569323; diff = 8.13151629364128325506e-20; 521/1000
Check failed for (fp80): alpha = 3.28610591565492372737; beta = 0.821526478913730931843; gamma = 0.410763239456865465922; diff = 5.42101086242752217004e-20; 523/1000
Check failed for (fp80): alpha = 3.29238910096210331399; beta = 0.823097275240525828497; gamma = 0.411548637620262914248; diff = 6.09863722023096244129e-20; 524/1000
Check failed for (fp80): alpha = 3.31123865688364207361; beta = 0.827809664220910518403; gamma = 0.413904832110455259201; diff = 8.13151629364128325506e-20; 527/1000
Check failed for (fp80): alpha = 3.33008821280518083259; beta = 0.832522053201295208146; gamma = 0.416261026600647604073; diff = 6.09863722023096244129e-20; 530/1000
Check failed for (fp80): alpha = 3.34893776872671959221; beta = 0.837234442181679898052; gamma = 0.418617221090839949026; diff = 5.42101086242752217004e-20; 533/1000
Check failed for (fp80): alpha = 3.36150413934107876544; beta = 0.840376034835269691359; gamma = 0.42018801741763484568; diff = 6.77626357803440271255e-20; 535/1000
Check failed for (fp80): alpha = 3.37407050995543793823; beta = 0.843517627488859484557; gamma = 0.421758813744429742279; diff = 5.42101086242752217004e-20; 537/1000
Check failed for (fp80): alpha = 3.38035369526261752441; beta = 0.845088423815654381102; gamma = 0.422544211907827190551; diff = 6.77626357803440271255e-20; 538/1000
Check failed for (fp80): alpha = 3.39292006587697669764; beta = 0.848230016469244174409; gamma = 0.424115008234622087205; diff = 8.13151629364128325506e-20; 540/1000
Check failed for (fp80): alpha = 3.39920325118415628403; beta = 0.849800812796039071008; gamma = 0.424900406398019535504; diff = 6.77626357803440271255e-20; 541/1000
Check failed for (fp80): alpha = 3.41805280710569504344; beta = 0.85451320177642376086; gamma = 0.42725660088821188043; diff = 5.42101086242752217004e-20; 544/1000
Check failed for (fp80): alpha = 3.44318554833441338946; beta = 0.860796387083603347366; gamma = 0.430398193541801673683; diff = 5.42101086242752217004e-20; 548/1000
Check failed for (fp80): alpha = 3.46831828956313173527; beta = 0.867079572390782933817; gamma = 0.433539786195391466908; diff = 5.42101086242752217004e-20; 552/1000
Check failed for (fp80): alpha = 3.5311501426349276001; beta = 0.882787535658731900025; gamma = 0.441393767829365950013; diff = 5.42101086242752217004e-20; 562/1000
Check failed for (fp80): alpha = 3.54371651324928677289; beta = 0.885929128312321693224; gamma = 0.442964564156160846612; diff = 5.42101086242752217004e-20; 564/1000
Check failed for (fp80): alpha = 3.55628288386364594612; beta = 0.889070720965911486531; gamma = 0.444535360482955743265; diff = 6.77626357803440271255e-20; 566/1000
Check failed for (fp80): alpha = 3.58141562509236429193; beta = 0.895353906273091072982; gamma = 0.447676953136545536491; diff = 6.77626357803440271255e-20; 570/1000
Check failed for (fp80): alpha = 3.60654836632108263795; beta = 0.901637091580270659487; gamma = 0.450818545790135329743; diff = 5.42101086242752217004e-20; 574/1000
Check failed for (fp80): alpha = 3.61911473693544181074; beta = 0.904778684233860452685; gamma = 0.452389342116930226343; diff = 5.42101086242752217004e-20; 576/1000
Check failed for (fp80): alpha = 3.63796429285698057036; beta = 0.909491073214245142591; gamma = 0.454745536607122571296; diff = 8.13151629364128325506e-20; 579/1000
Check failed for (fp80): alpha = 3.67566340470005808896; beta = 0.918915851175014522241; gamma = 0.45945792558750726112; diff = 8.13151629364128325506e-20; 585/1000
Check failed for (fp80): alpha = 3.70707933123595602138; beta = 0.926769832808989005345; gamma = 0.463384916404494502673; diff = 5.42101086242752217004e-20; 590/1000
Check failed for (fp80): alpha = 3.74477844307903354019; beta = 0.936194610769758385049; gamma = 0.468097305384879192524; diff = 1.08420217248550443401e-19; 596/1000
Check failed for (fp80): alpha = 3.76362799900057229982; beta = 0.940906999750143074955; gamma = 0.470453499875071537477; diff = 5.42101086242752217004e-20; 599/1000
Check failed for (fp80): alpha = 3.77619436961493147261; beta = 0.944048592403732868153; gamma = 0.472024296201866434077; diff = 5.42101086242752217004e-20; 601/1000
Check failed for (fp80): alpha = 3.79504392553647023202; beta = 0.948760981384117558005; gamma = 0.474380490692058779002; diff = 5.42101086242752217004e-20; 604/1000
Check failed for (fp80): alpha = 3.81389348145800899164; beta = 0.953473370364502247911; gamma = 0.476736685182251123955; diff = 5.42101086242752217004e-20; 607/1000
Check failed for (fp80): alpha = 3.82645985207236816444; beta = 0.956614963018092041109; gamma = 0.478307481509046020555; diff = 5.42101086242752217004e-20; 609/1000
Check failed for (fp80): alpha = 3.83274303737954775105; beta = 0.958185759344886937763; gamma = 0.479092879672443468881; diff = 1.08420217248550443401e-19; 610/1000
Check failed for (fp80): alpha = 3.85787577860826609685; beta = 0.964468944652066524214; gamma = 0.482234472326033262107; diff = 1.08420217248550443401e-19; 614/1000
Check failed for (fp80): alpha = 3.87044214922262526965; beta = 0.967610537305656317412; gamma = 0.483805268652828158706; diff = 5.42101086242752217004e-20; 616/1000
Check failed for (fp80): alpha = 3.90185807575852320228; beta = 0.975464518939630800571; gamma = 0.487732259469815400285; diff = 5.42101086242752217004e-20; 621/1000
Check failed for (fp80): alpha = 3.94584037290878030771; beta = 0.986460093227195076928; gamma = 0.493230046613597538464; diff = 8.13151629364128325506e-20; 628/1000
Check failed for (fp80): alpha = 3.9584067435231394805; beta = 0.989601685880784870126; gamma = 0.494800842940392435063; diff = 5.42101086242752217004e-20; 630/1000
Check failed for (fp80): alpha = 3.9709731141374986533; beta = 0.992743278534374663325; gamma = 0.496371639267187331662; diff = 5.42101086242752217004e-20; 632/1000
Check failed for (fp80): alpha = 3.97725629944467823991; beta = 0.994314074861169559978; gamma = 0.497157037430584779989; diff = 5.42101086242752217004e-20; 633/1000
Check failed for (fp80): alpha = 4.00867222598057617233; beta = 1.00216805649514404308; gamma = 0.501084028247572021541; diff = 5.42101086242752217004e-20; 638/1000
Check failed for (fp80): alpha = 4.02752178190211493174; beta = 1.00688044547552873293; gamma = 0.503440222737764366467; diff = 8.13151629364128325506e-20; 641/1000
Check failed for (fp80): alpha = 4.07150407905237203716; beta = 1.01787601976309300929; gamma = 0.508938009881546504646; diff = 1.08420217248550443401e-19; 648/1000
Check failed for (fp80): alpha = 4.08407044966673120996; beta = 1.02101761241668280249; gamma = 0.510508806208341401245; diff = 5.42101086242752217004e-20; 650/1000
Check failed for (fp80): alpha = 4.11548637620262914216; beta = 1.02887159405065728554; gamma = 0.51443579702532864277; diff = 5.42101086242752217004e-20; 655/1000
Check failed for (fp80): alpha = 4.13433593212416790157; beta = 1.03358398303104197539; gamma = 0.516791991515520987696; diff = 5.42101086242752217004e-20; 658/1000
Check failed for (fp80): alpha = 4.14061911743134748818; beta = 1.03515477935783687204; gamma = 0.517577389678918436022; diff = 5.42101086242752217004e-20; 659/1000
Check failed for (fp80): alpha = 4.15946867335288624802; beta = 1.03986716833822156201; gamma = 0.519933584169110781003; diff = 8.13151629364128325506e-20; 662/1000
Check failed for (fp80): alpha = 4.1657518586600658342; beta = 1.04143796466501645855; gamma = 0.520718982332508229275; diff = 5.42101086242752217004e-20; 663/1000
Check failed for (fp80): alpha = 4.17203504396724542081; beta = 1.0430087609918113552; gamma = 0.521504380495905677602; diff = 5.42101086242752217004e-20; 664/1000
Check failed for (fp80): alpha = 4.17831822927442500743; beta = 1.04457955731860625186; gamma = 0.522289778659303125929; diff = 5.42101086242752217004e-20; 665/1000
Check failed for (fp80): alpha = 4.20345097050314335302; beta = 1.05086274262578583825; gamma = 0.525431371312892919127; diff = 5.42101086242752217004e-20; 669/1000
Check failed for (fp80): alpha = 4.22230052642468211242; beta = 1.05557513160617052811; gamma = 0.527787565803085264053; diff = 5.42101086242752217004e-20; 672/1000
Check failed for (fp80): alpha = 4.24743326765340045844; beta = 1.06185831691335011461; gamma = 0.530929158456675057305; diff = 5.42101086242752217004e-20; 676/1000
Check failed for (fp80): alpha = 4.25999963826775963167; beta = 1.06499990956693990792; gamma = 0.532499954783469953959; diff = 5.42101086242752217004e-20; 678/1000
Check failed for (fp80): alpha = 4.26628282357493921785; beta = 1.06657070589373480446; gamma = 0.533285352946867402231; diff = 5.42101086242752217004e-20; 679/1000
Check failed for (fp80): alpha = 4.27884919418929839064; beta = 1.06971229854732459766; gamma = 0.534856149273662298831; diff = 8.13151629364128325506e-20; 681/1000
Check failed for (fp80): alpha = 4.29141556480365756387; beta = 1.07285389120091439097; gamma = 0.536426945600457195484; diff = 5.42101086242752217004e-20; 683/1000
Check failed for (fp80): alpha = 4.31026512072519632328; beta = 1.07756628018129908082; gamma = 0.53878314009064954041; diff = 8.13151629364128325506e-20; 686/1000
Check failed for (fp80): alpha = 4.32911467664673508269; beta = 1.08227866916168377067; gamma = 0.541139334580841885336; diff = 5.42101086242752217004e-20; 689/1000
Check failed for (fp80): alpha = 4.34168104726109425591; beta = 1.08542026181527356398; gamma = 0.542710130907636781989; diff = 5.42101086242752217004e-20; 691/1000
Check failed for (fp80): alpha = 4.34796423256827384209; beta = 1.08699105814206846052; gamma = 0.543495529071034230262; diff = 5.42101086242752217004e-20; 692/1000
Check failed for (fp80): alpha = 4.35424741787545342871; beta = 1.08856185446886335718; gamma = 0.544280927234431678588; diff = 8.13151629364128325506e-20; 693/1000
Check failed for (fp80): alpha = 4.39194652971853094752; beta = 1.09798663242963273688; gamma = 0.54899331621481636844; diff = 5.42101086242752217004e-20; 699/1000
Check failed for (fp80): alpha = 4.40451290033289012031; beta = 1.10112822508322253008; gamma = 0.550564112541611265039; diff = 5.42101086242752217004e-20; 701/1000
Check failed for (fp80): alpha = 4.41079608564006970693; beta = 1.10269902141001742673; gamma = 0.551349510705008713366; diff = 5.42101086242752217004e-20; 702/1000
Check failed for (fp80): alpha = 4.42336245625442888016; beta = 1.10584061406360722004; gamma = 0.552920307031803610019; diff = 8.13151629364128325506e-20; 704/1000
Check failed for (fp80): alpha = 4.43592882686878805295; beta = 1.10898220671719701324; gamma = 0.554491103358598506619; diff = 5.42101086242752217004e-20; 706/1000
Check failed for (fp80): alpha = 4.44221201217596763956; beta = 1.11055300304399190989; gamma = 0.555276501521995954945; diff = 5.42101086242752217004e-20; 707/1000
Check failed for (fp80): alpha = 4.46106156809750639854; beta = 1.11526539202437659963; gamma = 0.557632696012188299817; diff = 1.08420217248550443401e-19; 710/1000
Check failed for (fp80): alpha = 4.47991112401904515794; beta = 1.11997778100476128949; gamma = 0.559988890502380644743; diff = 5.42101086242752217004e-20; 713/1000
Check failed for (fp80): alpha = 4.50504386524776350396; beta = 1.12626096631194087599; gamma = 0.563130483155970437996; diff = 8.13151629364128325506e-20; 717/1000
Check failed for (fp80): alpha = 4.52389342116930226381; beta = 1.13097335529232556595; gamma = 0.565486677646162782976; diff = 5.42101086242752217004e-20; 720/1000
Check failed for (fp80): alpha = 4.53017660647648184999; beta = 1.1325441516191204625; gamma = 0.566272075809560231248; diff = 8.13151629364128325506e-20; 721/1000
Check failed for (fp80): alpha = 4.5364597917836614366; beta = 1.13411494794591535915; gamma = 0.567057473972957679575; diff = 8.13151629364128325506e-20; 722/1000
Check failed for (fp80): alpha = 4.54902616239802060939; beta = 1.13725654059950515235; gamma = 0.568628270299752576174; diff = 5.42101086242752217004e-20; 724/1000
Check failed for (fp80): alpha = 4.5678757183195593688; beta = 1.1419689295798898422; gamma = 0.5709844647899449211; diff = 5.42101086242752217004e-20; 727/1000
Check failed for (fp80): alpha = 4.58044208893391854159; beta = 1.1451105222334796354; gamma = 0.572555261116739817699; diff = 5.42101086242752217004e-20; 729/1000
Check failed for (fp80): alpha = 4.58672527424109812821; beta = 1.14668131856027453205; gamma = 0.573340659280137266026; diff = 5.42101086242752217004e-20; 730/1000
Check failed for (fp80): alpha = 4.59300845954827771482; beta = 1.14825211488706942871; gamma = 0.574126057443534714353; diff = 8.13151629364128325506e-20; 731/1000
Check failed for (fp80): alpha = 4.599291644855457301; beta = 1.14982291121386432525; gamma = 0.574911455606932162625; diff = 5.42101086242752217004e-20; 732/1000
Check failed for (fp80): alpha = 4.61185801546981647423; beta = 1.15296450386745411856; gamma = 0.576482251933727059278; diff = 1.08420217248550443401e-19; 734/1000
Check failed for (fp80): alpha = 4.61814120077699606084; beta = 1.15453530019424901521; gamma = 0.577267650097124507605; diff = 5.42101086242752217004e-20; 735/1000
Check failed for (fp80): alpha = 4.63070757139135523364; beta = 1.15767689284783880841; gamma = 0.578838446423919404204; diff = 5.42101086242752217004e-20; 737/1000
Check failed for (fp80): alpha = 4.63699075669853482025; beta = 1.15924768917463370506; gamma = 0.579623844587316852531; diff = 5.42101086242752217004e-20; 738/1000
Check failed for (fp80): alpha = 4.64955712731289399304; beta = 1.16238928182822349826; gamma = 0.58119464091411174913; diff = 5.42101086242752217004e-20; 740/1000
Check failed for (fp80): alpha = 4.65584031262007357922; beta = 1.16396007815501839481; gamma = 0.581980039077509197403; diff = 8.13151629364128325506e-20; 741/1000
Check failed for (fp80): alpha = 4.68725623915597151186; beta = 1.17181405978899287796; gamma = 0.585907029894496438982; diff = 5.42101086242752217004e-20; 746/1000
Check failed for (fp80): alpha = 4.69353942446315109847; beta = 1.17338485611578777462; gamma = 0.586692428057893887309; diff = 5.42101086242752217004e-20; 747/1000
Check failed for (fp80): alpha = 4.69982260977033068508; beta = 1.17495565244258267127; gamma = 0.587477826221291335636; diff = 8.13151629364128325506e-20; 748/1000
Check failed for (fp80): alpha = 4.70610579507751027126; beta = 1.17652644876937756782; gamma = 0.588263224384688783908; diff = 5.42101086242752217004e-20; 749/1000
Check failed for (fp80): alpha = 4.71867216569186944449; beta = 1.17966804142296736112; gamma = 0.589834020711483680561; diff = 8.13151629364128325506e-20; 751/1000
Check failed for (fp80): alpha = 4.72495535099904903067; beta = 1.18123883774976225767; gamma = 0.590619418874881128834; diff = 5.42101086242752217004e-20; 752/1000
Check failed for (fp80): alpha = 4.73123853630622861728; beta = 1.18280963407655715432; gamma = 0.591404817038278577161; diff = 5.42101086242752217004e-20; 753/1000
Check failed for (fp80): alpha = 4.73752172161340820346; beta = 1.18438043040335205087; gamma = 0.592190215201676025433; diff = 8.13151629364128325506e-20; 754/1000
Check failed for (fp80): alpha = 4.74380490692058779008; beta = 1.18595122673014694752; gamma = 0.59297561336507347376; diff = 5.42101086242752217004e-20; 755/1000
Check failed for (fp80): alpha = 4.78778720407084489551; beta = 1.19694680101771122388; gamma = 0.598473400508855611938; diff = 5.42101086242752217004e-20; 762/1000
Check failed for (fp80): alpha = 4.79407038937802448212; beta = 1.19851759734450612053; gamma = 0.599258798672253060265; diff = 8.13151629364128325506e-20; 763/1000
Check failed for (fp80): alpha = 4.80663675999238365491; beta = 1.20165918999809591373; gamma = 0.600829594999047956864; diff = 5.42101086242752217004e-20; 765/1000
Check failed for (fp80): alpha = 4.81291994529956324153; beta = 1.20322998632489081038; gamma = 0.601614993162445405191; diff = 5.42101086242752217004e-20; 766/1000
Check failed for (fp80): alpha = 4.82548631591392241432; beta = 1.20637157897848060358; gamma = 0.60318578948924030179; diff = 8.13151629364128325506e-20; 768/1000
Check failed for (fp80): alpha = 4.83176950122110200093; beta = 1.20794237530527550023; gamma = 0.603971187652637750117; diff = 5.42101086242752217004e-20; 769/1000
Check failed for (fp80): alpha = 4.83805268652828158711; beta = 1.20951317163207039678; gamma = 0.604756585816035198389; diff = 8.13151629364128325506e-20; 770/1000
Check failed for (fp80): alpha = 4.84433587183546117373; beta = 1.21108396795886529343; gamma = 0.605541983979432646716; diff = 5.42101086242752217004e-20; 771/1000
Check failed for (fp80): alpha = 4.85061905714264076034; beta = 1.21265476428566019009; gamma = 0.606327382142830095043; diff = 5.42101086242752217004e-20; 772/1000
Check failed for (fp80): alpha = 4.86946861306417951975; beta = 1.21736715326604487994; gamma = 0.608683576633022439969; diff = 5.42101086242752217004e-20; 775/1000
Check failed for (fp80): alpha = 4.88203498367853869298; beta = 1.22050874591963467324; gamma = 0.610254372959817336622; diff = 8.13151629364128325506e-20; 777/1000
Check failed for (fp80): alpha = 4.90088453960007745195; beta = 1.22522113490001936299; gamma = 0.612610567450009681494; diff = 1.35525271560688054251e-19; 780/1000
Check failed for (fp80): alpha = 4.91345091021443662518; beta = 1.22836272755360915629; gamma = 0.614181363776804578147; diff = 1.08420217248550443401e-19; 782/1000
Check failed for (fp80): alpha = 4.91973409552161621136; beta = 1.22993352388040405284; gamma = 0.61496676194020202642; diff = 8.13151629364128325506e-20; 783/1000
Check failed for (fp80): alpha = 4.93230046613597538458; beta = 1.23307511653399384615; gamma = 0.616537558266996923073; diff = 5.42101086242752217004e-20; 785/1000
Check failed for (fp80): alpha = 4.95743320736469373017; beta = 1.23935830184117343254; gamma = 0.619679150920586716271; diff = 5.42101086242752217004e-20; 789/1000
Check failed for (fp80): alpha = 4.96371639267187331679; beta = 1.2409290981679683292; gamma = 0.620464549083984164598; diff = 5.42101086242752217004e-20; 790/1000
Check failed for (fp80): alpha = 4.98884913390059166281; beta = 1.2472122834751479157; gamma = 0.623606141737573957851; diff = 5.42101086242752217004e-20; 794/1000
Check failed for (fp80): alpha = 5.00769868982213042221; beta = 1.25192467245553260555; gamma = 0.625962336227766302777; diff = 6.77626357803440271255e-20; 797/1000
Check failed for (fp80): alpha = 5.01398187512931000883; beta = 1.25349546878232750221; gamma = 0.626747734391163751103; diff = 5.42101086242752217004e-20; 798/1000
Check failed for (fp80): alpha = 5.02026506043648959501; beta = 1.25506626510912239875; gamma = 0.627533132554561199376; diff = 6.77626357803440271255e-20; 799/1000
Check failed for (fp80): alpha = 5.05168098697238752764; beta = 1.26292024674309688191; gamma = 0.631460123371548440955; diff = 6.77626357803440271255e-20; 804/1000
Check failed for (fp80): alpha = 5.07681372820110587366; beta = 1.26920343205027646842; gamma = 0.634601716025138234208; diff = 6.77626357803440271255e-20; 808/1000
Check failed for (fp80): alpha = 5.09566328412264463307; beta = 1.27391582103066115827; gamma = 0.636957910515330579134; diff = 5.42101086242752217004e-20; 811/1000
Check failed for (fp80): alpha = 5.10822965473700380586; beta = 1.27705741368425095147; gamma = 0.638528706842125475733; diff = 5.42101086242752217004e-20; 813/1000
Check failed for (fp80): alpha = 5.12079602535136297866; beta = 1.28019900633784074466; gamma = 0.640099503168920372332; diff = 5.42101086242752217004e-20; 815/1000
Check failed for (fp80): alpha = 5.17734469311597925731; beta = 1.29433617327899481433; gamma = 0.647168086639497407164; diff = 6.77626357803440271255e-20; 824/1000
Check failed for (fp80): alpha = 5.18362787842315884349; beta = 1.29590696960578971087; gamma = 0.647953484802894855436; diff = 6.77626357803440271255e-20; 825/1000
Check failed for (fp80): alpha = 5.2024774343446976029; beta = 1.30061935858617440072; gamma = 0.650309679293087200362; diff = 6.77626357803440271255e-20; 828/1000
Check failed for (fp80): alpha = 5.21504380495905677569; beta = 1.30376095123976419392; gamma = 0.651880475619882096962; diff = 6.77626357803440271255e-20; 830/1000
Check failed for (fp80): alpha = 5.22761017557341594892; beta = 1.30690254389335398723; gamma = 0.653451271946676993615; diff = 5.42101086242752217004e-20; 832/1000
Check failed for (fp80): alpha = 5.24017654618777512171; beta = 1.31004413654694378043; gamma = 0.655022068273471890214; diff = 6.77626357803440271255e-20; 834/1000
Check failed for (fp80): alpha = 5.27159247272367305435; beta = 1.31789811818091826359; gamma = 0.658949059090459131794; diff = 5.42101086242752217004e-20; 839/1000
Check failed for (fp80): alpha = 5.29044202864521181376; beta = 1.32261050716130295344; gamma = 0.661305253580651476719; diff = 6.77626357803440271255e-20; 842/1000
Check failed for (fp80): alpha = 5.30300839925957098655; beta = 1.32575209981489274664; gamma = 0.662876049907446373319; diff = 5.42101086242752217004e-20; 844/1000
Check failed for (fp80): alpha = 5.32185795518110974596; beta = 1.33046448879527743649; gamma = 0.665232244397638718245; diff = 6.77626357803440271255e-20; 847/1000
Check failed for (fp80): alpha = 5.32814114048828933257; beta = 1.33203528512207233314; gamma = 0.666017642561036166571; diff = 5.42101086242752217004e-20; 848/1000
Check failed for (fp80): alpha = 5.33442432579546891918; beta = 1.3336060814488672298; gamma = 0.666803040724433614898; diff = 6.77626357803440271255e-20; 849/1000
Check failed for (fp80): alpha = 5.47893758786059940783; beta = 1.36973439696514985196; gamma = 0.684867198482574925978; diff = 5.42101086242752217004e-20; 872/1000
Check failed for (fp80): alpha = 5.52291988501085651326; beta = 1.38072997125271412831; gamma = 0.690364985626357064157; diff = 5.42101086242752217004e-20; 879/1000
Check failed for (fp80): alpha = 5.54805262623957485928; beta = 1.38701315655989371482; gamma = 0.69350657827994685741; diff = 5.42101086242752217004e-20; 883/1000
Check failed for (fp80): alpha = 5.63601722054008907013; beta = 1.40900430513502226753; gamma = 0.704502152567511133767; diff = 5.42101086242752217004e-20; 897/1000
Check failed for (fp80): alpha = 5.67999951769034617513; beta = 1.41999987942258654378; gamma = 0.709999939711293271891; diff = 5.42101086242752217004e-20; 904/1000
Check failed for (fp80): alpha = 5.71769862953342369438; beta = 1.42942465738335592359; gamma = 0.714712328691677961797; diff = 5.42101086242752217004e-20; 910/1000
Check failed for (fp80): alpha = 5.74283137076214203996; beta = 1.43570784269053550999; gamma = 0.717853921345267754995; diff = 8.47032947254300339068e-20; 914/1000
Check failed for (fp80): alpha = 5.78681366791239914539; beta = 1.44670341697809978635; gamma = 0.723351708489049893174; diff = 8.13151629364128325506e-20; 921/1000
Check failed for (fp80): alpha = 5.83079596506265625082; beta = 1.4576989912656640627; gamma = 0.728849495632832031352; diff = 6.43745039913268257692e-20; 928/1000
Check failed for (fp80): alpha = 5.84964552098419500979; beta = 1.46241138024604875245; gamma = 0.731205690123024376224; diff = 7.11507675693612284817e-20; 931/1000
Check failed for (fp80): alpha = 5.87477826221291335625; beta = 1.46869456555322833906; gamma = 0.734347282776614169531; diff = 9.14795583034644366194e-20; 935/1000
Check failed for (fp80): alpha = 5.89991100344163170183; beta = 1.47497775086040792546; gamma = 0.737488875430203962729; diff = 5.75982404132924230566e-20; 939/1000
Check failed for (fp80): alpha = 5.93761011528470922065; beta = 1.48440252882117730516; gamma = 0.742201264410588652581; diff = 1.13502414932076245435e-19; 945/1000
Check failed for (fp80): alpha = 5.98159241243496632608; beta = 1.49539810310874158152; gamma = 0.74769905155437079076; diff = 9.48676900924816379757e-20; 952/1000
Check failed for (fp80): alpha = 6.0255747095852234315; beta = 1.50639367739630585788; gamma = 0.753196838698152928938; diff = 1.04185052512278941705e-19; 959/1000
Check failed for (fp80): alpha = 6.05070745081394177709; beta = 1.51267686270348544427; gamma = 0.756338431351742722136; diff = 5.92923063078010237348e-20; 963/1000
Check failed for (fp80): alpha = 6.06327382142830095032; beta = 1.51581845535707523758; gamma = 0.75790922767853761879; diff = 6.26804380968182250911e-20; 965/1000
Check failed for (fp80): alpha = 6.06955700673548053693; beta = 1.51738925168387013423; gamma = 0.758694625841935067117; diff = 8.97854924089558359412e-20; 966/1000
Check failed for (fp80): alpha = 6.07584019204266012355; beta = 1.51896004801066503089; gamma = 0.759480024005332515443; diff = 6.52215369385811261083e-20; 967/1000
Check failed for (fp80): alpha = 6.10725611857855805575; beta = 1.52681402964463951394; gamma = 0.763407014822319756968; diff = 7.32683499374969793294e-20; 972/1000
Check failed for (fp80): alpha = 6.13238885980727640133; beta = 1.53309721495181910033; gamma = 0.766548607475909550167; diff = 1.07996700774923293231e-19; 976/1000
Check failed for (fp80): alpha = 6.13867204511445598795; beta = 1.53466801127861399699; gamma = 0.767334005639306998493; diff = 5.75982404132924230566e-20; 977/1000
Check failed for (fp80): alpha = 6.15752160103599474779; beta = 1.53938040025899868695; gamma = 0.769690200129499343474; diff = 1.21972744404619248826e-19; 980/1000
Check failed for (fp80): alpha = 6.1763711569575335072; beta = 1.5440927892393833768; gamma = 0.772046394619691688399; diff = 6.58568116490218513626e-20; 983/1000
Check failed for (fp80): alpha = 6.18265434226471309338; beta = 1.54566358556617827334; gamma = 0.772831792783089136672; diff = 7.07272510957340783122e-20; 984/1000
Check failed for (fp80): alpha = 6.20150389818625185278; beta = 1.5503759745465629632; gamma = 0.775187987273281481598; diff = 7.70799982001413308552e-20; 987/1000
Check failed for (fp80): alpha = 6.21407026880061102558; beta = 1.55351756720015275639; gamma = 0.776758783600076378197; diff = 6.28921963336318001758e-20; 989/1000
